# energy(eV) alpha
9.030900000000000816e+00 8.028934496858514613e+05
9.051899999999999835e+00 7.917743761849420844e+05
9.073000000000000398e+00 7.804940340540003963e+05
9.093999999999999417e+00 7.691849636679081013e+05
9.115099999999999980e+00 7.579909026285908185e+05
9.136100000000000776e+00 7.470406981271971017e+05
9.157199999999999562e+00 7.364351190604580333e+05
9.178200000000000358e+00 7.262374047613007715e+05
9.199299999999999145e+00 7.164815339036838850e+05
9.220299999999999940e+00 7.071889759509461001e+05
9.241400000000000503e+00 6.983569757582308957e+05
9.262399999999999523e+00 6.899341991760019446e+05
9.283500000000000085e+00 6.819466609628145816e+05
9.304500000000000881e+00 6.743230750396497315e+05
9.325599999999999667e+00 6.669698923683181638e+05
9.346600000000000463e+00 6.598850571887062397e+05
9.367699999999999250e+00 6.529988966712442925e+05
9.388700000000000045e+00 6.462013261712944368e+05
9.409800000000000608e+00 6.394877013999405317e+05
9.430799999999999628e+00 6.327212788390060887e+05
9.451900000000000190e+00 6.259103595498722279e+05
9.472899999999999210e+00 6.189343537227929337e+05
9.493999999999999773e+00 6.117891954664095538e+05
9.515000000000000568e+00 6.044998828956448706e+05
9.536099999999999355e+00 5.969616529097435996e+05
9.557100000000000151e+00 5.892410081826993264e+05
9.578200000000000713e+00 5.812319468723654281e+05
9.599199999999999733e+00 5.731040149624202168e+05
9.620300000000000296e+00 5.646554333134371554e+05
9.641299999999999315e+00 5.560682045516419457e+05
9.662399999999999878e+00 5.471982647206381662e+05
9.683400000000000674e+00 5.381150698149857344e+05
9.704499999999999460e+00 5.288950754677245859e+05
9.725500000000000256e+00 5.195226083694690024e+05
9.746600000000000819e+00 5.100326624563098885e+05
9.767599999999999838e+00 5.005279940804876387e+05
9.788700000000000401e+00 4.910421541342140990e+05
9.809699999999999420e+00 4.816875898726306041e+05
9.830799999999999983e+00 4.725571517537041218e+05
9.851800000000000779e+00 4.636510267192632309e+05
9.872899999999999565e+00 4.551367107435865910e+05
9.893900000000000361e+00 4.470460187721092370e+05
9.914999999999999147e+00 4.394221892202729359e+05
9.935999999999999943e+00 4.323145260841885465e+05
9.957100000000000506e+00 4.257208468075948185e+05
9.978099999999999525e+00 4.196881414589097258e+05
9.999200000000000088e+00 4.141619113607509062e+05
1.002020000000000088e+01 4.091213068557539955e+05
1.004129999999999967e+01 4.046066964254517225e+05
1.006240000000000023e+01 4.005824273591099191e+05
1.008339999999999925e+01 3.970104009475805215e+05
1.010449999999999982e+01 3.939044910394947510e+05
1.012550000000000061e+01 3.912490995324189425e+05
1.014659999999999940e+01 3.889827677578630974e+05
1.016760000000000019e+01 3.870145685000999365e+05
1.018870000000000076e+01 3.852825974920389708e+05
1.020969999999999978e+01 3.837573349012507242e+05
1.023080000000000034e+01 3.822209979783450835e+05
1.025179999999999936e+01 3.806224872490049456e+05
1.027289999999999992e+01 3.789303283663531765e+05
1.029390000000000072e+01 3.769536292060663109e+05
1.031499999999999950e+01 3.747540146520368871e+05
1.033600000000000030e+01 3.721101106308203307e+05
1.035710000000000086e+01 3.691902313610887504e+05
1.037809999999999988e+01 3.657695239967253874e+05
1.039920000000000044e+01 3.619235196904466138e+05
1.042019999999999946e+01 3.575300880281305290e+05
1.044130000000000003e+01 3.526855542640881031e+05
1.046230000000000082e+01 3.472681074102732236e+05
1.048339999999999961e+01 3.412582757808109745e+05
1.050440000000000040e+01 3.345944567364319810e+05
1.052549999999999919e+01 3.272673079300727113e+05
1.054649999999999999e+01 3.192375884680733434e+05
1.056760000000000055e+01 3.104911187832062133e+05
1.058859999999999957e+01 3.010469447538923123e+05
1.060970000000000013e+01 2.908943715300394106e+05
1.063069999999999915e+01 2.801238206417197362e+05
1.065179999999999971e+01 2.687302609143229201e+05
1.067280000000000051e+01 2.568022660352991952e+05
1.069389999999999930e+01 2.445178014997431601e+05
1.071490000000000009e+01 2.319746397462485766e+05
1.073600000000000065e+01 2.193670749927333090e+05
1.075699999999999967e+01 2.067647749891574495e+05
1.077810000000000024e+01 1.943350463978532644e+05
1.079909999999999926e+01 1.823549003658165748e+05
1.082019999999999982e+01 1.708801730858500523e+05
1.084120000000000061e+01 1.600077478848424798e+05
1.086229999999999940e+01 1.498854497527245258e+05
1.088330000000000020e+01 1.405326965725371847e+05
1.090440000000000076e+01 1.319764018756455916e+05
1.092539999999999978e+01 1.243271730210757669e+05
1.094650000000000034e+01 1.174569088240988785e+05
1.096749999999999936e+01 1.113869050670731958e+05
1.098859999999999992e+01 1.061202775170258246e+05
1.100960000000000072e+01 1.015337338846320054e+05
1.103069999999999951e+01 9.769395642750088882e+04
1.105170000000000030e+01 9.447493983305693837e+04
1.107280000000000086e+01 9.183465119000420964e+04
1.109379999999999988e+01 8.987358928304322762e+04
1.111490000000000045e+01 8.844001592724506918e+04
1.113589999999999947e+01 8.748793926823711081e+04
1.115700000000000003e+01 8.709715602102041885e+04
1.117810000000000059e+01 8.712462279584002681e+04
1.119909999999999961e+01 8.765188343326440372e+04
1.122020000000000017e+01 8.847418538211828854e+04
1.124119999999999919e+01 8.967853069015058281e+04
1.126229999999999976e+01 9.125360184460323944e+04
1.128330000000000055e+01 9.300724412955733715e+04
1.130439999999999934e+01 9.509750964421483513e+04
1.132540000000000013e+01 9.735721230622001167e+04
1.134650000000000070e+01 9.982574029660799715e+04
1.136749999999999972e+01 1.024968739568683086e+05
1.138860000000000028e+01 1.053792351399439503e+05
1.140959999999999930e+01 1.084249617820919811e+05
1.143069999999999986e+01 1.115406909150157153e+05
1.145170000000000066e+01 1.146569854551493627e+05
1.147279999999999944e+01 1.177187639939460205e+05
1.149380000000000024e+01 1.206341052255370887e+05
1.151490000000000080e+01 1.233555017574405501e+05
1.153589999999999982e+01 1.258265105238625110e+05
1.155700000000000038e+01 1.280274311947467504e+05
1.157799999999999940e+01 1.300492862588653370e+05
1.159909999999999997e+01 1.317491120958067768e+05
1.162010000000000076e+01 1.332583073792929354e+05
1.164119999999999955e+01 1.344394492824843910e+05
1.166220000000000034e+01 1.353920929926958634e+05
1.168329999999999913e+01 1.359193130915581423e+05
1.170429999999999993e+01 1.360810098969186074e+05
1.172540000000000049e+01 1.357933785491677700e+05
1.174639999999999951e+01 1.350503133671087853e+05
1.176750000000000007e+01 1.339015756464329606e+05
1.178850000000000087e+01 1.323804883300219954e+05
1.180959999999999965e+01 1.305539575950539438e+05
1.183060000000000045e+01 1.285442625853173522e+05
1.185169999999999924e+01 1.264806968612618366e+05
1.187270000000000003e+01 1.245085380523703789e+05
1.189380000000000059e+01 1.227711401892455760e+05
1.191479999999999961e+01 1.212658549644926534e+05
1.193590000000000018e+01 1.200420478710174066e+05
1.195689999999999920e+01 1.191367981565701048e+05
1.197799999999999976e+01 1.183978876482666819e+05
1.199900000000000055e+01 1.178245815645431139e+05
1.202009999999999934e+01 1.173051594101667142e+05
1.204110000000000014e+01 1.167157673490813468e+05
1.206220000000000070e+01 1.160780528875863529e+05
1.208319999999999972e+01 1.154063366231889959e+05
1.210430000000000028e+01 1.147341084428368340e+05
1.212529999999999930e+01 1.141101172406368860e+05
1.214639999999999986e+01 1.136477558566272055e+05
1.216740000000000066e+01 1.133820888381245168e+05
1.218849999999999945e+01 1.132658443280858774e+05
